title,id,release_date,duration,genre_count,genre,rating,keywords,language,budget,revenue,url
Venom: Let There Be Carnage,580489,9/30/2021,1h 37m,2,"Science Fiction,Action",72,9,English,"110,000,000.00","191,000,000.00",https://www.themoviedb.org/movie/580489
Free Guy,550988,8/11/2021,1h 55m,4,"Comedy,Action,Adventure,Science Fiction",78,10,English,"110,000,000.00","324,000,000.00",https://www.themoviedb.org/movie/550988
Venom,335983,9/28/2018,1h 52m,2,"Science Fiction,Action",68,13,English,"116,000,000.00","855,013,954.00",https://www.themoviedb.org/movie/335983
The Addams Family 2,639721,10/1/2021,1h 33m,3,"Animation,Comedy,Family",76,2,English, NaN,"40,000,000.00",https://www.themoviedb.org/movie/639721
Snake Eyes: G.I. Joe Origins,568620,7/22/2021,2h 1m,2,"Action,Adventure",69,13,English,"88,000,000.00","36,964,325.00",https://www.themoviedb.org/movie/568620
Deathstroke: Knights & Dragons - The Movie,703771,8/4/2020,1h 27m,4,"Animation,Action,Adventure,Science Fiction",69,6,English, NaN, NaN,https://www.themoviedb.org/movie/703771
The Many Saints of Newark,524369,9/22/2021,2h,2,"Crime,Drama",67,10,English, NaN,"7,300,000.00",https://www.themoviedb.org/movie/524369
The Seven Deadly Sins: Cursed by Light,843241,7/2/2021,2,2,85,3,1, NaN, NaN,,https://www.themoviedb.org/movie/843241
The Stronghold,637534,8/18/2021,1h 45m,2,"Crime,Thriller",77,2,French,"14,479,740.00", NaN,https://www.themoviedb.org/movie/637534
The Last Warrior: Root of Evil,589754,1/1/2021,2h,3,"Fantasy,Adventure,Comedy",71,2,Russian,"8,400,000.00","27,658,331.00",https://www.themoviedb.org/movie/589754
Cosmic Sin,681887,3/12/2021,1h 28m,1,Science Fiction,45,9,English,"20,000,000.00", NaN,https://www.themoviedb.org/movie/681887
Shang-Chi and the Legend of the Ten Rings,566525,9/1/2021,2h 12m,3,"Action,Adventure,Fantasy",78,6,English,"150,000,000.00","401,000,000.00",https://www.themoviedb.org/movie/566525
Dragon Fury,839436,6/15/2021,1h 28m,3,"Horror,Fantasy,Mystery",56,2,English, NaN, NaN,https://www.themoviedb.org/movie/839436
The Suicide Squad,436969,7/28/2021,2h 12m,3,"Action,Adventure,Fantasy",78,17,English,"180,000,000.00","167,381,210.00",https://www.themoviedb.org/movie/436969
"Matando Cabos 2, La MÃ¡scara del MÃ¡scara",772436,10/1/2021,3,2,75,0,2, NaN, NaN,,https://www.themoviedb.org/movie/772436
Solitary,725273,9/24/2021,1h 29m,1,Science Fiction,66,0,English, NaN, NaN,https://www.themoviedb.org/movie/725273
F9,385128,5/19/2021,2h 23m,3,"Action,Crime,Thriller",74,5,English,"200,000,000.00","716,000,000.00",https://www.themoviedb.org/movie/385128
The Boss Baby: Family Business,459151,7/1/2021,1h 47m,4,"Animation,Comedy,Adventure,Family",77,3,English,"82,000,000.00","112,000,000.00",https://www.themoviedb.org/movie/459151
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,635302,10/16/2020,1h 57m,4,"Animation,Action,Adventure,Fantasy",84,17,Japanese,"15,800,000.00","503,063,688.00",https://www.themoviedb.org/movie/635302
Jungle Cruise,451048,7/28/2021,2h 7m,4,"Adventure,Fantasy,Comedy,Action",78,5,English,"200,000,000.00","209,000,000.00",https://www.themoviedb.org/movie/451048
Crazy Fist,859041,5/25/2017,1h 37m,1,Action,76,0,Chinese, NaN, NaN,https://www.themoviedb.org/movie/859041
Escape The Undertaker,871875,10/5/2021,31m,3,"Horror,Mystery,Family",44,1,English, NaN, NaN,https://www.themoviedb.org/movie/871875
PAW Patrol: The Movie,675445,8/9/2021,1h 26m,4,"Animation,Family,Adventure,Comedy",78,0,English,"26,000,000.00","121,000,000.00",https://www.themoviedb.org/movie/675445
Old,631843,7/21/2021,1h 48m,3,"Horror,Mystery,Thriller",67,4,English,"18,000,000.00","89,500,000.00",https://www.themoviedb.org/movie/631843
Black Widow,497698,7/7/2021,2h 14m,3,"Action,Adventure,Science Fiction",77,11,English,"200,000,000.00","378,328,978.00",https://www.themoviedb.org/movie/497698
Luca,508943,6/17/2021,1h 35m,4,"Animation,Comedy,Family,Fantasy",80,13,English,"200,000,000.00","47,400,000.00",https://www.themoviedb.org/movie/508943
Demonic,774021,7/29/2021,1h 44m,2,"Horror,Thriller",51,5,English, NaN, NaN,https://www.themoviedb.org/movie/774021
Catch the Bullet,859860,9/10/2021,1h 29m,2,"Western,Action",56,0,English, NaN, NaN,https://www.themoviedb.org/movie/859860
Halloween Kills,610253,10/14/2021,1h 46m,2,"Horror,Thriller",80,11,English, NaN, NaN,https://www.themoviedb.org/movie/610253
After We Fell,744275,9/1/2021,1h 48m,2,"Romance,Drama",80,6,English,"14,000,000.00","19,000,000.00",https://www.themoviedb.org/movie/744275
LEGO Star Wars Terrifying Tales,857702,10/1/2021,45m,5,"Animation,Family,Science Fiction,Comedy,Horror",70,0,English, NaN, NaN,https://www.themoviedb.org/movie/857702
Space Jam: A New Legacy,379686,7/8/2021,1h 55m,4,"Animation,Comedy,Family,Science Fiction",73,5,English,"161,900,000.00","148,810,604.00",https://www.themoviedb.org/movie/379686
SAS: Red Notice,595743,8/11/2021,2h,3,"Drama,Action,Thriller",60,0,English, NaN, NaN,https://www.themoviedb.org/movie/595743
My Little Pony: A New Generation,597316,9/23/2021,1h 31m,6,"Animation,Family,Fantasy,Comedy,Music,Adventure",80,3,English, NaN, NaN,https://www.themoviedb.org/movie/597316
Kate,597891,9/10/2021,1h 46m,2,"Action,Thriller",68,8,English, NaN, NaN,https://www.themoviedb.org/movie/597891
Rogue Hostage,825997,6/11/2021,1h 34m,2,"Action,Thriller",66,0,English, NaN, NaN,https://www.themoviedb.org/movie/825997
Ainbo: Spirit of the Amazon,588921,2/9/2021,1h 24m,4,"Adventure,Animation,Family,Fantasy",72,3,English, NaN, NaN,https://www.themoviedb.org/movie/588921
Mortal Kombat,460465,4/7/2021,1h 50m,3,"Action,Fantasy,Adventure",73,10,English,"20,000,000.00","83,601,013.00",https://www.themoviedb.org/movie/460465
Sweet Girl,619297,8/18/2021,1h 50m,1,Action,69,13,English, NaN, NaN,https://www.themoviedb.org/movie/619297
GarcÃ­a y GarcÃ­a,774456,8/27/2021,1,1,32,3,2, NaN, NaN,,https://www.themoviedb.org/movie/774456
Jurassic Hunt,848278,8/26/2021,1h 23m,3,"Action,Science Fiction,Thriller",50,0,English, NaN, NaN,https://www.themoviedb.org/movie/848278
Cruella,337404,5/26/2021,2h 14m,2,"Comedy,Crime",83,7,English,"200,000,000.00","233,274,812.00",https://www.themoviedb.org/movie/337404
No Time to Die,370172,9/29/2021,2h 43m,3,"Adventure,Action,Thriller",73,5,English,"242,000,000.00","330,000,000.00",https://www.themoviedb.org/movie/370172
The Tomorrow War,588228,7/2/2021,2h 18m,3,"Action,Science Fiction,Adventure",81,15,English,"200,000,000.00", NaN,https://www.themoviedb.org/movie/588228
Wrath of Man,637649,4/22/2021,1h 59m,3,"Action,Crime,Thriller",78,9,English,"40,000,000.00","103,966,489.00",https://www.themoviedb.org/movie/637649
No One Gets Out Alive,740925,9/29/2021,1h 25m,3,"Horror,Thriller,Mystery",61,1,English, NaN, NaN,https://www.themoviedb.org/movie/740925
Infinite,581726,9/9/2021,1h 46m,3,"Science Fiction,Action,Thriller",70,2,English, NaN, NaN,https://www.themoviedb.org/movie/581726
Madres,796428,10/8/2021,1h 23m,1,Horror,54,0,English, NaN, NaN,https://www.themoviedb.org/movie/796428
Don't Breathe 2,482373,8/12/2021,1h 38m,2,"Thriller,Horror",78,11,English,"10,000,000.00","45,000,000.00",https://www.themoviedb.org/movie/482373
Narco Sub,706972,1/22/2021,1h 33m,3,"Action,Drama,Crime",72,1,English, NaN, NaN,https://www.themoviedb.org/movie/706972
Injustice,831405,10/9/2021,1h 18m,4,"Animation,Science Fiction,Fantasy,Action",82,3,English, NaN, NaN,https://www.themoviedb.org/movie/831405
Grudge,874948,10/8/2021,1h 44m,3,"Crime,Drama,Thriller",70,0,Turkish, NaN, NaN,https://www.themoviedb.org/movie/874948
Redemption Day,767304,1/8/2021,1h 40m,1,Action,67,2,English, NaN, NaN,https://www.themoviedb.org/movie/767304
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,843906,9/14/2021,1h 12m,5,"Animation,Comedy,Mystery,Family,Fantasy",82,2,English, NaN, NaN,https://www.themoviedb.org/movie/843906
There's Someone Inside Your House,512025,9/24/2021,1h 36m,3,"Horror,Thriller,Mystery",58,12,English, NaN, NaN,https://www.themoviedb.org/movie/512025
Godzilla vs. Kong,399566,3/24/2021,1h 53m,3,"Action,Adventure,Fantasy",79,9,English,"200,000,000.00","467,863,133.00",https://www.themoviedb.org/movie/399566
Dune,438631,9/15/2021,2h 35m,4,"Action,Adventure,Drama,Science Fiction",81,16,English,"165,000,000.00","117,600,000.00",https://www.themoviedb.org/movie/438631
Swim,861057,8/13/2021,1h 27m,2,"Horror,Action",63,0,English, NaN, NaN,https://www.themoviedb.org/movie/861057
Ava,453354,6/21/2017,1h 46m,1,Drama,60,8,French, NaN, NaN,https://www.themoviedb.org/movie/453354
Dynasty Warriors,525660,4/29/2021,1h 57m,3,"Action,Adventure,Fantasy",67,4,Cantonese, NaN, NaN,https://www.themoviedb.org/movie/525660
Rurouni Kenshin: The Beginning,672322,6/4/2021,2h 18m,3,"Action,Adventure,Drama",78,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/672322
Malignant,619778,9/1/2021,1h 51m,3,"Horror,Thriller,Mystery",71,15,English,"40,000,000.00","24,640,084.00",https://www.themoviedb.org/movie/619778
How I Became a Superhero,641501,11/19/2020,1h 41m,7,"Science Fiction,Adventure,Mystery,Action,Thriller,Fantasy,Comedy",61,2,French,"18,000,000.00", NaN,https://www.themoviedb.org/movie/641501
The Forever Purge,602223,6/30/2021,1h 43m,3,"Horror,Action,Thriller",74,4,English,"18,000,000.00","76,981,630.00",https://www.themoviedb.org/movie/602223
Avatar,19995,12/10/2009,2h 42m,4,"Action,Adventure,Fantasy,Science Fiction",75,20,English,"237,000,000.00","2,847,246,203.00",https://www.themoviedb.org/movie/19995
Muppets Haunted Mansion,826914,10/8/2021,52m,3,"Comedy,Family,TV Movie",67,5,English, NaN, NaN,https://www.themoviedb.org/movie/826914
Women,719164,4/8/2021,1h 30m,1,Thriller,55,5,English, NaN, NaN,https://www.themoviedb.org/movie/719164
Long Story Short,763532,2/11/2021,1h 30m,3,"Romance,Comedy,Fantasy",73,1,English, NaN, NaN,https://www.themoviedb.org/movie/763532
The Conjuring: The Devil Made Me Do It,423108,5/25/2021,1h 51m,3,"Horror,Mystery,Thriller",78,9,English,"39,000,000.00","199,166,992.00",https://www.themoviedb.org/movie/423108
Zack Snyder's Justice League,791373,3/18/2021,4h 2m,4,"Action,Adventure,Fantasy,Science Fiction",84,6,English,"70,000,000.00", NaN,https://www.themoviedb.org/movie/791373
Nightbooks,739990,9/15/2021,1h 43m,3,"Fantasy,Family,Horror",66,1,English, NaN, NaN,https://www.themoviedb.org/movie/739990
Mobile Suit Gundam Hathaway,685274,6/11/2021,1h 36m,4,"Animation,Action,Drama,Science Fiction",81,5,Japanese, NaN, NaN,https://www.themoviedb.org/movie/685274
Miraculous World: Shanghai â€“ The Legend of Ladydragon,726684,4/4/2021,52m,4,"Animation,Comedy,Family,Adventure",79,2,French, NaN, NaN,https://www.themoviedb.org/movie/726684
PokÃ©mon the Movie: Secrets of the Jungle,662708,12/25/2020,1h 38m,2,"Animation,Adventure",74,3,Japanese, NaN, NaN,https://www.themoviedb.org/movie/662708
The Courier,522241,3/18/2021,1h 52m,3,"Thriller,History,Drama",71,3,English, NaN,"15,775,585.00",https://www.themoviedb.org/movie/522241
Eggs Run,573164,8/12/2021,2,2,81,0,2, NaN, NaN,,https://www.themoviedb.org/movie/573164
"Barbie: Big City, Big Dreams",850818,8/20/2021,1h 2m,3,"Animation,Music,Family",72,1,English, NaN, NaN,https://www.themoviedb.org/movie/850818
Carriers,25769,9/4/2009,1h 24m,5,"Action,Drama,Horror,Science Fiction,Thriller",58,8,English, NaN,"5,802,422.00",https://www.themoviedb.org/movie/25769
Monster Pets: A Hotel Transylvania Short,813258,4/2/2021,6m,3,"Animation,Comedy,Fantasy",75,2,English, NaN, NaN,https://www.themoviedb.org/movie/813258
Escape Room: Tournament of Champions,585216,7/1/2021,1h 28m,3,"Horror,Thriller,Mystery",71,2,English,"15,000,000.00","44,888,959.00",https://www.themoviedb.org/movie/585216
Army of the Dead,503736,5/14/2021,2h 28m,4,"Action,Adventure,Horror,Crime",64,20,English, NaN,"780,000.00",https://www.themoviedb.org/movie/503736
The Unholy,632357,3/31/2021,1h 39m,1,Horror,69,1,English,"10,000,000.00","30,763,855.00",https://www.themoviedb.org/movie/632357
Knowing,13811,3/19/2009,2h 1m,6,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller",61,13,English,"50,000,000.00","155,446,362.00",https://www.themoviedb.org/movie/13811
The Kids Are Alright: Destination Asturias,800823,7/8/2021,1h 30m,2,"Comedy,Family",47,3,Spanish; Castilian,"5,308,245.00","3,468,053.00",https://www.themoviedb.org/movie/800823
Raya and the Last Dragon,527774,3/3/2021,1h 47m,5,"Family,Fantasy,Animation,Action,Adventure",81,7,English,"100,000,000.00","130,000,000.00",https://www.themoviedb.org/movie/527774
The Amazing Spider-Man,1930,6/23/2012,2h 16m,3,"Action,Adventure,Fantasy",66,12,English,"215,000,000.00","757,930,663.00",https://www.themoviedb.org/movie/1930
My Hero Academia: Heroes Rising,592350,12/20/2019,1h 44m,4,"Animation,Action,Fantasy,Adventure",85,7,Japanese, NaN,"29,900,850.00",https://www.themoviedb.org/movie/592350
Jolt,617502,7/15/2021,1h 31m,2,"Action,Comedy",68,1,English, NaN, NaN,https://www.themoviedb.org/movie/617502
Werewolves Within,800497,6/25/2021,1h 37m,2,"Comedy,Horror",62,13,English,"6,500,000.00","250,811.00",https://www.themoviedb.org/movie/800497
Mortal Kombat Legends: Battle of the Realms,841755,8/30/2021,1h 20m,3,"Animation,Action,Fantasy",81,4,English, NaN, NaN,https://www.themoviedb.org/movie/841755
Major Grom: Plague Doctor,529106,4/1/2021,2h 16m,2,"Action,Adventure",68,2,Russian,"5,000,000.00","4,493,306.00",https://www.themoviedb.org/movie/529106
A Quiet Place Part II,520763,5/21/2021,1h 37m,3,"Science Fiction,Thriller,Horror",77,17,English,"61,000,000.00","295,080,235.00",https://www.themoviedb.org/movie/520763
"Miraculous World: New York, United HeroeZ",755812,9/26/2020,55m,5,"Animation,Family,Comedy,Adventure,TV Movie",83,2,French, NaN, NaN,https://www.themoviedb.org/movie/755812
"The Simpsons: The Good, the Bart, and the Loki",846214,7/7/2021,6m,3,"Animation,Comedy,Family",77,3,English, NaN, NaN,https://www.themoviedb.org/movie/846214
Black Water: Abyss,522444,7/9/2020,1h 38m,4,"Horror,Thriller,Adventure,Mystery",51,11,English, NaN, NaN,https://www.themoviedb.org/movie/522444
The Last Mercenary,729720,7/30/2021,1h 50m,2,"Action,Comedy",68,0,French, NaN, NaN,https://www.themoviedb.org/movie/729720
Monster Hunter,458576,12/3/2020,1h 44m,3,"Action,Fantasy,Adventure",69,7,English,"60,000,000.00","25,814,306.00",https://www.themoviedb.org/movie/458576
The Marksman,634528,1/15/2021,1h 48m,3,"Action,Thriller,Crime",72,10,English,"23,000,000.00","22,039,969.00",https://www.themoviedb.org/movie/634528
After We Collided,613504,9/2/2020,1h 45m,2,"Romance,Drama",73,3,English, NaN,"42,000,000.00",https://www.themoviedb.org/movie/613504
Halloween,424139,10/18/2018,1h 46m,2,"Horror,Thriller",65,6,English,"10,000,000.00","253,688,035.00",https://www.themoviedb.org/movie/424139
The Intruder,667757,7/30/2021,1h 35m,1,Thriller,51,0,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/667757
El mesero,678580,7/15/2021,1h 26m,1,Comedy,83,0,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/678580
Avengers: Infinity War,299536,4/25/2018,2h 29m,3,"Adventure,Action,Science Fiction",83,13,English,"300,000,000.00","2,046,239,637.00",https://www.themoviedb.org/movie/299536
Beckett,597433,8/4/2021,1h 49m,6,"Action,Adventure,Crime,Drama,Thriller,Mystery",64,1,English, NaN, NaN,https://www.themoviedb.org/movie/597433
The Croods: A New Age,529203,11/25/2020,1h 35m,5,"Animation,Family,Adventure,Fantasy,Comedy",76,2,English,"65,000,000.00","168,285,000.00",https://www.themoviedb.org/movie/529203
Hotel Transylvania: Transformania,585083,1/14/2022,5,5,0,1,1, NaN, NaN,,https://www.themoviedb.org/movie/585083
Confessions of an Invisible Girl,786705,9/22/2021,1h 31m,2,"Comedy,Drama",68,1,Portuguese, NaN, NaN,https://www.themoviedb.org/movie/786705
Spider-Man: No Way Home,634649,12/15/2021,2h 27m,4,"Science Fiction,Action,Adventure,Fantasy",0,5,English, NaN, NaN,https://www.themoviedb.org/movie/634649
The Misfits,581644,6/10/2021,1h 34m,3,"Action,Comedy,Crime",57,0,English, NaN, NaN,https://www.themoviedb.org/movie/581644
Sounds Like Love,776909,9/29/2021,1h 50m,2,"Comedy,Romance",67,0,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/776909
Coco,354912,10/27/2017,1h 45m,6,"Family,Animation,Fantasy,Music,Comedy,Adventure",82,10,English,"175,000,000.00","800,526,015.00",https://www.themoviedb.org/movie/354912
Naruto Shippuden the Movie,20982,8/4/2007,1h 34m,3,"Animation,Action,Fantasy",73,8,Japanese,"29,000,000.00", NaN,https://www.themoviedb.org/movie/20982
Candyman,565028,8/25/2021,1h 31m,2,"Horror,Thriller",64,6,English,"25,000,000.00","75,000,000.00",https://www.themoviedb.org/movie/565028
Peter Rabbit 2: The Runaway,522478,3/25/2021,1h 33m,5,"Family,Comedy,Adventure,Animation,Fantasy",74,0,English,"45,000,000.00","153,000,000.00",https://www.themoviedb.org/movie/522478
Teen Titans Go! See Space Jam,834404,6/20/2021,1h 20m,7,"Animation,Action,Adventure,Comedy,Family,Fantasy,Science Fiction",70,0,English, NaN, NaN,https://www.themoviedb.org/movie/834404
Sinkhole,623135,8/11/2021,1h 57m,2,"Comedy,Drama",69,3,Korean, NaN, NaN,https://www.themoviedb.org/movie/623135
Wonder Woman 1984,464052,12/16/2020,2h 31m,3,"Action,Adventure,Fantasy",67,6,English,"200,000,000.00","165,160,005.00",https://www.themoviedb.org/movie/464052
After,537915,4/11/2019,1h 46m,2,"Romance,Drama",72,3,English,"14,000,000.00","69,497,587.00",https://www.themoviedb.org/movie/537915
The Marco Effect,659940,5/27/2021,2h,2,"Thriller,Crime",64,0,Danish, NaN,"2,686.00",https://www.themoviedb.org/movie/659940
Hancock,8960,7/1/2008,1h 32m,2,"Fantasy,Action",63,13,English,"150,000,000.00","629,443,428.00",https://www.themoviedb.org/movie/8960
The Loud House Movie,410113,8/20/2021,1h 23m,5,"Animation,Family,Comedy,Music,Fantasy",83,1,French, NaN, NaN,https://www.themoviedb.org/movie/410113
Mutation on Mars,866408,8/27/2021,2,2,60,0,1, NaN, NaN,,https://www.themoviedb.org/movie/866408
Tom & Jerry,587807,2/11/2021,1h 41m,3,"Comedy,Family,Animation",71,4,English,"50,000,000.00","132,000,000.00",https://www.themoviedb.org/movie/587807
Harry Potter and the Philosopher's Stone,671,11/16/2001,2h 32m,2,"Adventure,Fantasy",79,13,English,"125,000,000.00","976,475,550.00",https://www.themoviedb.org/movie/671
The Last: Naruto the Movie,317442,12/6/2014,1h 54m,3,"Action,Romance,Animation",79,1,Japanese,"1,000,000.00","16,500,000.00",https://www.themoviedb.org/movie/317442
Seobok,586047,4/12/2021,1h 54m,2,"Science Fiction,Action",74,2,Korean, NaN, NaN,https://www.themoviedb.org/movie/586047
Boruto: Naruto the Movie,347201,8/7/2015,1h 35m,3,"Animation,Action,Comedy",77,2,Japanese, NaN,"40,200,000.00",https://www.themoviedb.org/movie/347201
Spirit Untamed,637693,5/20/2021,1h 28m,4,"Animation,Adventure,Family,Western",78,9,English,"30,000,000.00","17,635,215.00",https://www.themoviedb.org/movie/637693
Body Brokers,656940,2/19/2021,1h 51m,2,"Thriller,Crime",66,0,English, NaN, NaN,https://www.themoviedb.org/movie/656940
Crank: High Voltage,15092,4/16/2009,1h 36m,3,"Action,Thriller,Crime",60,19,English,"20,000,000.00","34,560,577.00",https://www.themoviedb.org/movie/15092
Vivo,449406,7/30/2021,1h 39m,3,"Animation,Family,Comedy",77,4,English, NaN, NaN,https://www.themoviedb.org/movie/449406
Go! Go! Cory Carson: Chrissy Takes the Wheel,876576,9/21/2021,2,2,53,0,1, NaN, NaN,,https://www.themoviedb.org/movie/876576
He's All That,347626,8/27/2021,1h 31m,2,"Comedy,Romance",69,6,English, NaN, NaN,https://www.themoviedb.org/movie/347626
The Haunting of Helena,159211,1/14/2013,1h 27m,2,"Horror,Thriller",56,0,English, NaN, NaN,https://www.themoviedb.org/movie/159211
Harry Potter and the Goblet of Fire,674,11/16/2005,2h 37m,3,"Adventure,Fantasy,Family",78,12,English,"150,000,000.00","895,921,036.00",https://www.themoviedb.org/movie/674
"Yes, No, or Maybe Half?",719088,12/11/2020,53m,3,"Animation,Drama,Romance",64,6,Japanese, NaN, NaN,https://www.themoviedb.org/movie/719088
The Last Duel,617653,10/13/2021,2h 33m,2,"Drama,History",78,8,English, NaN, NaN,https://www.themoviedb.org/movie/617653
Vacation Friends,653349,8/27/2021,1h 43m,1,Comedy,73,7,English, NaN, NaN,https://www.themoviedb.org/movie/653349
The Toll,638045,3/26/2021,1h 20m,2,"Thriller,Horror",63,0,English, NaN, NaN,https://www.themoviedb.org/movie/638045
Spider-Man: Far From Home,429617,6/28/2019,2h 9m,3,"Action,Adventure,Science Fiction",75,11,English,"160,000,000.00","1,131,927,996.00",https://www.themoviedb.org/movie/429617
Trigger Point,809314,4/23/2021,1h 22m,2,"Action,Thriller",66,0,English, NaN, NaN,https://www.themoviedb.org/movie/809314
Tom Clancy's Without Remorse,567189,4/29/2021,1h 49m,3,"Action,Thriller,War",72,2,English, NaN, NaN,https://www.themoviedb.org/movie/567189
Soul,508442,12/25/2020,1h 41m,5,"Family,Animation,Music,Comedy,Fantasy",82,9,English,"150,000,000.00","136,384,442.00",https://www.themoviedb.org/movie/508442
A un paso de mÃ­,788905,2/25/2021,3,3,69,2,2, NaN, NaN,,https://www.themoviedb.org/movie/788905
The Avengers,24428,4/25/2012,2h 23m,3,"Science Fiction,Action,Adventure",77,9,English,"220,000,000.00","1,518,815,515.00",https://www.themoviedb.org/movie/24428
The Guilty,567748,9/24/2021,1h 31m,3,"Drama,Crime,Thriller",66,16,English, NaN, NaN,https://www.themoviedb.org/movie/567748
The SpongeBob Movie: Sponge on the Run,400160,8/14/2020,1h 35m,5,"Family,Animation,Fantasy,Adventure,Comedy",77,2,English,"60,000,000.00","4,700,000.00",https://www.themoviedb.org/movie/400160
Awake,615658,6/9/2021,1h 36m,3,"Drama,Science Fiction,Thriller",60,2,English, NaN, NaN,https://www.themoviedb.org/movie/615658
Spider-Man: Homecoming,315635,7/5/2017,2h 13m,4,"Action,Adventure,Science Fiction,Drama",74,7,English,"175,000,000.00","880,166,924.00",https://www.themoviedb.org/movie/315635
The Space Between,536728,4/23/2021,1h 39m,2,"Drama,Comedy",50,0,English, NaN, NaN,https://www.themoviedb.org/movie/536728
Nobody,615457,3/18/2021,1h 32m,4,"Action,Crime,Thriller,Drama",83,10,English,"17,000,000.00","61,779,301.00",https://www.themoviedb.org/movie/615457
Harry Potter and the Chamber of Secrets,672,11/13/2002,2h 41m,2,"Adventure,Fantasy",77,14,English,"100,000,000.00","876,688,482.00",https://www.themoviedb.org/movie/672
The Addams Family,481084,10/10/2019,1h 26m,4,"Family,Animation,Comedy,Fantasy",66,4,English,"40,000,000.00","203,044,905.00",https://www.themoviedb.org/movie/481084
Harry Potter and the Half-Blood Prince,767,7/7/2009,2h 33m,2,"Adventure,Fantasy",77,9,English,"250,000,000.00","933,959,197.00",https://www.themoviedb.org/movie/767
Black as Night,767504,10/1/2021,1h 27m,2,"Horror,Thriller",55,5,English, NaN, NaN,https://www.themoviedb.org/movie/767504
Wish Dragon,550205,1/15/2021,1h 39m,4,"Animation,Family,Comedy,Fantasy",83,2,English, NaN,"25,860,000.00",https://www.themoviedb.org/movie/550205
Legion,22894,1/21/2010,1h 40m,3,"Horror,Action,Fantasy",57,6,English,"26,000,000.00","67,918,658.00",https://www.themoviedb.org/movie/22894
Harry Potter and the Prisoner of Azkaban,673,5/31/2004,2h 21m,2,"Adventure,Fantasy",80,17,English,"130,000,000.00","789,804,554.00",https://www.themoviedb.org/movie/673
Spider-Man 3,559,5/1/2007,2h 19m,3,"Fantasy,Action,Adventure",63,17,English,"258,000,000.00","890,871,626.00",https://www.themoviedb.org/movie/559
Avengers: Endgame,299534,4/24/2019,3h 1m,3,"Adventure,Science Fiction,Action",83,13,English,"356,000,000.00","2,797,800,564.00",https://www.themoviedb.org/movie/299534
The Exorcism of Carmen Farias,675024,7/5/2021,1,1,64,3,2, NaN,"1,474,579.00",,https://www.themoviedb.org/movie/675024
Harry Potter and the Order of the Phoenix,675,6/28/2007,2h 18m,3,"Adventure,Fantasy,Mystery",77,13,English,"150,000,000.00","938,212,738.00",https://www.themoviedb.org/movie/675
Iron Man 2,10138,4/28/2010,2h 4m,3,"Adventure,Action,Science Fiction",68,7,English,"200,000,000.00","623,933,331.00",https://www.themoviedb.org/movie/10138
"My Brother, My Sister",770742,10/8/2021,1h 50m,1,Drama,69,0,Italian, NaN, NaN,https://www.themoviedb.org/movie/770742
The Twilight Saga: Eclipse,24021,6/23/2010,2h 4m,4,"Adventure,Fantasy,Drama,Romance",62,10,English,"68,000,000.00","698,491,347.00",https://www.themoviedb.org/movie/24021
Fear Street: 1994,591273,6/28/2021,1h 47m,2,"Horror,Mystery",68,13,English, NaN, NaN,https://www.themoviedb.org/movie/591273
The Amazing Spider-Man 2,102382,4/16/2014,2h 22m,3,"Action,Adventure,Fantasy",64,7,English,"200,000,000.00","708,962,323.00",https://www.themoviedb.org/movie/102382
Undisputed III: Redemption,38234,5/22/2010,1h 36m,2,"Action,Thriller",75,15,English,"3,000,000.00", NaN,https://www.themoviedb.org/movie/38234
Intrusion,785752,9/22/2021,1h 33m,1,Thriller,63,0,English, NaN, NaN,https://www.themoviedb.org/movie/785752
Eternals,524434,11/3/2021,2h 37m,4,"Science Fiction,Action,Adventure,Drama",0,9,English,"200,000,000.00", NaN,https://www.themoviedb.org/movie/524434
Vanguard,604822,9/30/2020,1h 47m,3,"Action,Adventure,Crime",63,0,Chinese, NaN,"27,900,000.00",https://www.themoviedb.org/movie/604822
G.I. Joe: The Rise of Cobra,14869,8/3/2009,1h 58m,4,"Adventure,Action,Thriller,Science Fiction",57,16,English,"175,000,000.00","302,469,017.00",https://www.themoviedb.org/movie/14869
Ninja Assassin,22832,9/29/2009,1h 39m,1,Action,65,6,English,"40,000,000.00","60,462,347.00",https://www.themoviedb.org/movie/22832
Bartkowiak,809968,7/28/2021,1h 31m,2,"Action,Thriller",63,4,Polish, NaN, NaN,https://www.themoviedb.org/movie/809968
Roald Dahl's The Witches,531219,10/25/2020,1h 46m,5,"Family,Fantasy,Adventure,Comedy,Horror",66,10,English,45, NaN,https://www.themoviedb.org/movie/531219
My Hero Academia: Two Heroes,505262,8/3/2018,1h 36m,4,"Animation,Action,Adventure,Fantasy",80,9,Japanese,"12,000,000.00","31,478,826.00",https://www.themoviedb.org/movie/505262
Cato,875460,10/14/2021,1,1,0,0,2, NaN, NaN,,https://www.themoviedb.org/movie/875460
