title,id,release_date,duration,genre_count,genre,rating,keywords,language,budget,revenue,url
Snow White and the Huntsman,58595,5/30/2012,2h 7m,3,"Adventure,Fantasy,Drama",60,12,English,"170,000,000.00","396,600,000.00",https://www.themoviedb.org/movie/58595
Seeking Justice,74998,9/2/2011,1h 45m,3,"Action,Drama,Thriller",59,3,English,"17,000,000.00","14,089,528.00",https://www.themoviedb.org/movie/74998
Couples Retreat,19899,9/19/2009,1h 53m,2,"Comedy,Romance",55,12,English,"70,000,000.00","171,844,840.00",https://www.themoviedb.org/movie/19899
The Rifleman of the Voroshilov Regiment,71186,4/19/1999,1h 35m,3,"Drama,Action,Crime",72,12,Russian, NaN, NaN,https://www.themoviedb.org/movie/71186
Terminator: Dark Fate,290859,10/23/2019,2h 8m,3,"Action,Adventure,Science Fiction",65,8,English,"185,000,000.00","261,119,292.00",https://www.themoviedb.org/movie/290859
Scream 2,4233,12/9/1997,2h,2,"Horror,Mystery",64,11,English,"24,000,000.00","172,363,301.00",https://www.themoviedb.org/movie/4233
HK: Hentai Kamen 2 - Abnormal Crisis,403310,5/14/2016,1h 58m,2,"Action,Comedy",63,2,Japanese, NaN, NaN,https://www.themoviedb.org/movie/403310
Dragon Ball Z: Fusion Reborn,39107,3/4/1995,55m,4,"Animation,Action,Fantasy,Science Fiction",75,4,Japanese, NaN, NaN,https://www.themoviedb.org/movie/39107
One Piece Film: Z,176983,12/15/2012,1h 48m,3,"Action,Adventure,Animation",75,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/176983
The Mortal Instruments: City of Bones,123553,8/21/2013,2h 10m,3,"Fantasy,Action,Mystery",64,9,English,"60,000,000.00","95,396,573.00",https://www.themoviedb.org/movie/123553
Kung Fu Panda 2,49444,5/25/2011,1h 31m,2,"Animation,Family",69,8,English,"150,000,000.00","665,692,281.00",https://www.themoviedb.org/movie/49444
Elysium,68724,8/7/2013,1h 49m,4,"Science Fiction,Action,Drama,Thriller",65,4,English,"115,000,000.00","286,140,700.00",https://www.themoviedb.org/movie/68724
Constantine,561,2/8/2005,2h 1m,3,"Fantasy,Action,Horror",70,19,English,"100,000,000.00","230,884,728.00",https://www.themoviedb.org/movie/561
Princess Protection Program,19458,5/20/2009,1h 29m,4,"Family,TV Movie,Comedy,Drama",66,10,English, NaN, NaN,https://www.themoviedb.org/movie/19458
Onward,508439,2/29/2020,1h 43m,5,"Family,Animation,Adventure,Comedy,Fantasy",78,8,English,"200,000,000.00","141,592,359.00",https://www.themoviedb.org/movie/508439
Django Unchained,68718,12/25/2012,2h 45m,2,"Drama,Western",81,18,English,"100,000,000.00","425,368,238.00",https://www.themoviedb.org/movie/68718
Creed II,480530,11/21/2018,2h 10m,1,Drama,69,8,English,"50,000,000.00","214,215,889.00",https://www.themoviedb.org/movie/480530
Star Wars: The Rise of Skywalker,181812,12/18/2019,2h 22m,3,"Action,Adventure,Science Fiction",65,1,English,"250,000,000.00","1,074,144,248.00",https://www.themoviedb.org/movie/181812
"Ninja Escapades: Creation of Akatsuki, The Two Uchiha, The Far Reaches of Hope",648964,9/11/2014,53m,5,"Animation,Action,Adventure,Fantasy,Comedy",65,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/648964
Halloween H20: 20 Years Later,11675,8/5/1998,1h 26m,2,"Horror,Thriller",60,13,English,"17,000,000.00","55,041,738.00",https://www.themoviedb.org/movie/11675
Tusk,246403,9/6/2014,1h 42m,4,"Comedy,Horror,Drama,Thriller",54,11,English,"3,000,000.00","1,882,074.00",https://www.themoviedb.org/movie/246403
Green Book,490132,11/16/2018,2h 10m,3,"Drama,Comedy,Music",83,12,English,"23,000,000.00","319,700,000.00",https://www.themoviedb.org/movie/490132
The Texas Chainsaw Massacre: The Beginning,10781,10/6/2006,1h 31m,2,"Horror,Thriller",61,19,English,"16,000,000.00","51,764,406.00",https://www.themoviedb.org/movie/10781
Killer Elite,49021,9/22/2011,1h 56m,3,"Action,Adventure,Thriller",63,15,English,"66,000,000.00","57,777,106.00",https://www.themoviedb.org/movie/49021
The Curse of La Llorona,480414,4/17/2019,1h 33m,2,"Horror,Thriller",57,3,English,"9,000,000.00","122,033,739.00",https://www.themoviedb.org/movie/480414
Fifty Shades of Black,351819,1/28/2016,1h 32m,2,"Romance,Comedy",49,3,English,"20,000,000.00","21,164,799.00",https://www.themoviedb.org/movie/351819
Bumblebee,424783,12/15/2018,1h 54m,3,"Action,Adventure,Science Fiction",67,7,English,"135,000,000.00","467,989,645.00",https://www.themoviedb.org/movie/424783
Trolls,136799,10/13/2016,1h 32m,6,"Family,Animation,Fantasy,Adventure,Comedy,Music",67,2,English,"125,000,000.00","346,864,462.00",https://www.themoviedb.org/movie/136799
The Lion King 1Â½,11430,2/6/2004,1h 17m,3,"Family,Animation,Comedy",66,6,English, NaN, NaN,https://www.themoviedb.org/movie/11430
Dear Evan Hansen,567690,9/24/2021,2h 17m,1,Drama,67,12,English,"28,000,000.00","13,700,000.00",https://www.themoviedb.org/movie/567690
CJ7,13688,1/30/2008,1h 26m,5,"Comedy,Drama,Family,Fantasy,Science Fiction",72,3,Cantonese, NaN,"47,301,471.00",https://www.themoviedb.org/movie/13688
Survive the Game,787310,10/8/2021,1h 37m,3,"Action,Thriller,Crime",65,0,English, NaN, NaN,https://www.themoviedb.org/movie/787310
Sherlock Holmes: A Game of Shadows,58574,11/22/2011,2h 9m,4,"Adventure,Action,Crime,Mystery",71,8,English,"125,000,000.00","334,615,000.00",https://www.themoviedb.org/movie/58574
The Babysitter: Killer Queen,623491,9/10/2020,1h 41m,2,"Comedy,Horror",66,6,English, NaN, NaN,https://www.themoviedb.org/movie/623491
House of the Witch,480157,10/7/2017,1h 30m,1,Horror,45,4,English, NaN, NaN,https://www.themoviedb.org/movie/480157
A Haunted House,139038,1/11/2013,1h 26m,2,"Comedy,Horror",57,13,English,"2,500,000.00","60,141,683.00",https://www.themoviedb.org/movie/139038
Tropic Thunder,7446,8/9/2008,1h 47m,4,"Action,Comedy,Adventure,War",66,13,English,"92,000,000.00","195,702,811.00",https://www.themoviedb.org/movie/7446
The Remaining,280002,8/25/2014,1h 28m,2,"Thriller,Horror",55,3,English, NaN,"1,169,603.00",https://www.themoviedb.org/movie/280002
Mamma Mia!,11631,7/2/2008,1h 48m,2,"Comedy,Romance",70,14,English,"52,000,000.00","609,841,637.00",https://www.themoviedb.org/movie/11631
The Dark Knight,155,7/14/2008,2h 32m,4,"Drama,Action,Crime,Thriller",85,20,English,"185,000,000.00","1,004,558,444.00",https://www.themoviedb.org/movie/155
How to Train Your Dragon,10191,3/10/2010,1h 38m,4,"Fantasy,Adventure,Animation,Family",78,18,English,"165,000,000.00","494,878,759.00",https://www.themoviedb.org/movie/10191
The Day,84226,9/15/2011,1h 25m,4,"Action,Drama,Horror,Science Fiction",51,4,English, NaN, NaN,https://www.themoviedb.org/movie/84226
I Am Legend,6479,12/12/2007,1h 41m,3,"Drama,Science Fiction,Thriller",72,13,English,"150,000,000.00","585,410,052.00",https://www.themoviedb.org/movie/6479
The Expendables 2,76163,8/8/2012,1h 43m,3,"Action,Adventure,Thriller",63,7,English,"100,000,000.00","314,975,955.00",https://www.themoviedb.org/movie/76163
Yes Day,638597,3/12/2021,1h 26m,2,"Comedy,Family",70,0,English, NaN, NaN,https://www.themoviedb.org/movie/638597
I'm Not Ashamed,409502,10/21/2016,1h 52m,1,Drama,74,6,English,"1,500,000.00","2,000,000.00",https://www.themoviedb.org/movie/409502
The Predator,346910,9/5/2018,1h 47m,4,"Science Fiction,Action,Adventure,Comedy",56,6,English,"88,000,000.00","160,542,134.00",https://www.themoviedb.org/movie/346910
10.0 Earthquake,302666,10/15/2014,1h 28m,3,"Drama,Adventure,Action",49,7,English, NaN, NaN,https://www.themoviedb.org/movie/302666
Shutter Island,11324,2/14/2010,2h 18m,3,"Drama,Thriller,Mystery",82,11,English,"80,000,000.00","294,800,000.00",https://www.themoviedb.org/movie/11324
Fate/Kaleid Liner Prismaâ˜†Illya Movie: Vow in the Snow,461083,8/26/2017,1h 29m,3,"Animation,Action,Fantasy",66,2,Japanese, NaN,"1,118,410.00",https://www.themoviedb.org/movie/461083
Fantastic Beasts: The Crimes of Grindelwald,338952,11/14/2018,2h 14m,3,"Adventure,Fantasy,Drama",69,8,English,"200,000,000.00","653,355,901.00",https://www.themoviedb.org/movie/338952
Looking Back at it All: The Dragon Ball Z Year-End Show!,371370,12/31/1993,5m,3,"Action,Animation,Comedy",69,0,Japanese, NaN, NaN,https://www.themoviedb.org/movie/371370
"Civil War (Or, Who Do We Think We Are)",842096,6/17/2021,1h 40m,1,Documentary,20,0,English, NaN, NaN,https://www.themoviedb.org/movie/842096
The Batman,414906,3/3/2022,3,3,0,4,1, NaN, NaN,,https://www.themoviedb.org/movie/414906
Not Another Teen Movie,11397,12/7/2001,1h 29m,1,Comedy,57,19,English,"16,000,000.00","66,468,332.00",https://www.themoviedb.org/movie/11397
Como Hackear Seu Chefe,835666,6/4/2021,1,1,67,0,1, NaN, NaN,,https://www.themoviedb.org/movie/835666
The Martian,286217,9/30/2015,2h 22m,3,"Drama,Adventure,Science Fiction",77,14,English,"108,000,000.00","630,161,890.00",https://www.themoviedb.org/movie/286217
The Father Who Moves Mountains,840427,6/11/2021,1h 49m,2,"Drama,Thriller",58,0,Romanian, NaN, NaN,https://www.themoviedb.org/movie/840427
Jack Reacher,75780,12/20/2012,2h 10m,4,"Crime,Drama,Thriller,Action",65,8,English,"60,000,000.00","218,340,595.00",https://www.themoviedb.org/movie/75780
13 Hours: The Secret Soldiers of Benghazi,300671,1/14/2016,2h 24m,5,"War,Action,History,Thriller,Drama",72,12,English,"50,000,000.00","69,411,370.00",https://www.themoviedb.org/movie/300671
Star Wars: The Last Jedi,181808,12/13/2017,2h 32m,3,"Science Fiction,Action,Adventure",69,8,English,"200,000,000.00","1,332,539,889.00",https://www.themoviedb.org/movie/181808
PokÃ©mon the Movie: Volcanion and the Mechanical Marvel,382190,7/16/2016,1h 37m,5,"Family,Adventure,Animation,Fantasy,Science Fiction",65,3,Japanese, NaN, NaN,https://www.themoviedb.org/movie/382190
Divergent,157350,3/14/2014,2h 19m,3,"Action,Adventure,Science Fiction",69,8,English,"85,000,000.00","288,747,895.00",https://www.themoviedb.org/movie/157350
The Unfamiliar,675490,8/21/2020,1h 29m,2,"Thriller,Horror",61,0,English, NaN, NaN,https://www.themoviedb.org/movie/675490
Paul Blart: Mall Cop,14560,1/15/2009,1h 31m,4,"Action,Adventure,Comedy,Family",54,2,English,"26,000,000.00","183,293,131.00",https://www.themoviedb.org/movie/14560
The Incredible Hulk,1724,6/12/2008,1h 54m,3,"Science Fiction,Action,Adventure",62,17,English,"150,000,000.00","163,712,074.00",https://www.themoviedb.org/movie/1724
Scandalous Sex,518244,1/1/2004,1h 31m,1,Drama,72,0,English, NaN, NaN,https://www.themoviedb.org/movie/518244
Riddick,87421,9/2/2013,1h 59m,3,"Science Fiction,Action,Thriller",63,4,English,"38,000,000.00","98,337,295.00",https://www.themoviedb.org/movie/87421
Hunter Killer,399402,10/19/2018,2h 1m,2,"Action,Thriller",68,10,English,"40,000,000.00","31,672,678.00",https://www.themoviedb.org/movie/399402
Freaks,539892,9/13/2019,1h 45m,4,"Science Fiction,Thriller,Drama,Mystery",69,4,English, NaN,"333,593.00",https://www.themoviedb.org/movie/539892
The Godfather,238,3/14/1972,2h 55m,2,"Drama,Crime",87,18,English,"6,000,000.00","245,066,411.00",https://www.themoviedb.org/movie/238
Red Dawn,60747,3/15/2012,1h 33m,2,"Action,Thriller",56,9,English,"65,000,000.00","44,806,783.00",https://www.themoviedb.org/movie/60747
An Interview with God,534338,8/20/2018,1h 37m,2,"Drama,Mystery",71,10,English, NaN, NaN,https://www.themoviedb.org/movie/534338
Scooby-Doo! and the Reluctant Werewolf,37211,11/13/1988,1h 31m,5,"Animation,Comedy,Family,Mystery,TV Movie",72,0,English, NaN, NaN,https://www.themoviedb.org/movie/37211
A Babysitter's Guide to Monster Hunting,624963,10/14/2020,1h 34m,4,"Family,Fantasy,Adventure,Comedy",62,3,English, NaN, NaN,https://www.themoviedb.org/movie/624963
Howl's Moving Castle,4935,11/19/2004,1h 59m,3,"Fantasy,Animation,Adventure",84,13,Japanese,"24,000,000.00","236,049,757.00",https://www.themoviedb.org/movie/4935
Arrival,329865,11/10/2016,1h 56m,3,"Drama,Science Fiction,Mystery",76,16,English,"47,000,000.00","203,388,186.00",https://www.themoviedb.org/movie/329865
Rambo,7555,1/24/2008,1h 32m,2,"Action,Thriller",66,11,English,"50,000,000.00","113,244,290.00",https://www.themoviedb.org/movie/7555
Barbie in The 12 Dancing Princesses,13002,9/19/2006,1h 23m,2,"Animation,Family",77,5,English, NaN, NaN,https://www.themoviedb.org/movie/13002
The Texas Chainsaw Massacre,9373,5/21/2003,1h 38m,1,Horror,62,13,English,"9,500,000.00","107,071,655.00",https://www.themoviedb.org/movie/9373
The Babysitter,419479,10/13/2017,1h 25m,2,"Horror,Comedy",61,8,English, NaN, NaN,https://www.themoviedb.org/movie/419479
Barbie as The Princess & the Pauper,15165,9/28/2004,1h 25m,3,"Animation,Family,Comedy",75,2,English, NaN, NaN,https://www.themoviedb.org/movie/15165
Teenage Mutant Ninja Turtles: Out of the Shadows,308531,6/1/2016,1h 52m,5,"Action,Adventure,Comedy,Family,Science Fiction",60,6,English,"135,000,000.00","245,623,848.00",https://www.themoviedb.org/movie/308531
Sexo,766680,8/21/2001,10m,1,Comedy,36,2,English, NaN, NaN,https://www.themoviedb.org/movie/766680
The Mortuary Collection,524216,9/21/2019,1h 48m,2,"Fantasy,Horror",69,4,English, NaN,"34,265.00",https://www.themoviedb.org/movie/524216
The Green Mile,497,12/10/1999,3h 9m,3,"Fantasy,Drama,Crime",85,13,English,"60,000,000.00","286,801,374.00",https://www.themoviedb.org/movie/497
Olympus Has Fallen,117263,3/20/2013,2h,2,"Action,Thriller",63,6,English,"70,000,000.00","161,025,640.00",https://www.themoviedb.org/movie/117263
Carnaval,818659,6/2/2021,1h 34m,1,Comedy,53,1,Portuguese, NaN, NaN,https://www.themoviedb.org/movie/818659
Star Wars: The Force Awakens,140607,12/15/2015,2h 16m,4,"Action,Adventure,Science Fiction,Fantasy",73,4,English,"245,000,000.00","2,068,223,624.00",https://www.themoviedb.org/movie/140607
Monster House,9297,6/30/2006,1h 31m,4,"Animation,Comedy,Family,Fantasy",66,7,English,"75,000,000.00","140,175,006.00",https://www.themoviedb.org/movie/9297
Star Wars,11,5/25/1977,2h 1m,3,"Adventure,Action,Science Fiction",82,16,English,"11,000,000.00","775,398,007.00",https://www.themoviedb.org/movie/11
Death of Me,595149,10/2/2020,1h 35m,2,"Horror,Mystery",49,10,English, NaN,"41,848.00",https://www.themoviedb.org/movie/595149
Bohemian Rhapsody,424694,10/24/2018,2h 15m,3,"Music,Drama,History",80,17,English,"52,000,000.00","894,027,543.00",https://www.themoviedb.org/movie/424694
Baywatch,339846,5/12/2017,1h 56m,3,"Comedy,Action,Crime",61,8,English,"69,000,000.00","177,856,751.00",https://www.themoviedb.org/movie/339846
Despicable Me,20352,7/8/2010,1h 35m,3,"Family,Animation,Comedy",72,15,English,"69,000,000.00","533,679,475.00",https://www.themoviedb.org/movie/20352
The Call of the Wild,481848,2/19/2020,1h 40m,3,"Adventure,Family,Drama",76,6,English,"109,000,000.00","107,604,626.00",https://www.themoviedb.org/movie/481848
The Shining,694,5/23/1980,2h 24m,2,"Horror,Thriller",82,18,English,"19,000,000.00","44,781,695.00",https://www.themoviedb.org/movie/694
Old Henry,785663,10/1/2021,1h 39m,2,"Western,Thriller",73,0,English, NaN, NaN,https://www.themoviedb.org/movie/785663
The Kissing Booth 2,583083,7/24/2020,2h 12m,2,"Comedy,Romance",79,0,English, NaN, NaN,https://www.themoviedb.org/movie/583083
Infidelity in Suburbia,451156,2/25/2017,2h,2,"Thriller,TV Movie",61,0,English, NaN, NaN,https://www.themoviedb.org/movie/451156
Exodus: Gods and Kings,147441,12/3/2014,2h 30m,3,"Adventure,Drama,Action",58,9,English,"140,000,000.00","268,031,828.00",https://www.themoviedb.org/movie/147441
xXx: Return of Xander Cage,47971,1/13/2017,1h 47m,3,"Action,Adventure,Crime",58,11,English,"85,000,000.00","346,147,658.00",https://www.themoviedb.org/movie/47971
A Haunted House 2,184345,4/17/2014,1h 27m,2,"Comedy,Horror",61,9,English,"4,000,000.00","25,343,661.00",https://www.themoviedb.org/movie/184345
Tooth Fairy,23023,1/14/2010,1h 41m,3,"Comedy,Family,Fantasy",55,6,English,"48,000,000.00","112,462,508.00",https://www.themoviedb.org/movie/23023
The Revenant,281957,12/25/2015,2h 37m,3,"Western,Drama,Adventure",75,31,English,"135,000,000.00","532,950,503.00",https://www.themoviedb.org/movie/281957
"Sexo, Sexo e Sexo",360789,9/21/1984,1,1,55,0,1, NaN, NaN,,https://www.themoviedb.org/movie/360789
Haunting of the Mary Celeste,756278,10/23/2020,1h 14m,1,Horror,60,0,English, NaN, NaN,https://www.themoviedb.org/movie/756278
Sicario,273481,9/17/2015,2h 2m,3,"Action,Crime,Thriller",74,20,English,"30,000,000.00","84,872,444.00",https://www.themoviedb.org/movie/273481
Sijjin 6,615982,8/9/2019,1h 34m,1,Horror,59,0,Turkish, NaN, NaN,https://www.themoviedb.org/movie/615982
Cars,920,6/8/2006,1h 57m,4,"Animation,Adventure,Comedy,Family",68,11,English,"120,000,000.00","461,983,149.00",https://www.themoviedb.org/movie/920
Chunin Exam on Fire! and Naruto vs. Konohamaru!,189349,7/30/2011,14m,2,"Animation,Action",75,1,Japanese, NaN, NaN,https://www.themoviedb.org/movie/189349
Creed,312221,11/25/2015,2h 13m,1,Drama,74,11,English,"37,000,000.00","173,567,581.00",https://www.themoviedb.org/movie/312221
101 Dalmatians II: Patch's London Adventure,13654,3/2/2003,1h 14m,4,"Family,Adventure,Comedy,Animation",60,6,English, NaN, NaN,https://www.themoviedb.org/movie/13654
A World Without,877372,10/14/2021,1h 46m,3,"Mystery,Thriller,Drama",60,0,English, NaN, NaN,https://www.themoviedb.org/movie/877372
After Earth,82700,5/30/2013,1h 40m,3,"Science Fiction,Action,Adventure",52,1,English,"130,000,000.00","243,843,127.00",https://www.themoviedb.org/movie/82700
Hidden Figures,381284,12/10/2016,2h 7m,2,"Drama,History",81,13,English,"25,000,000.00","230,698,791.00",https://www.themoviedb.org/movie/381284
The Manor,767499,10/8/2021,1h 21m,1,Horror,56,0,English, NaN, NaN,https://www.themoviedb.org/movie/767499
Tom and Jerry: The Fast and the Furry,42246,10/11/2005,1h 15m,5,"Family,Animation,Comedy,Action,Adventure",70,7,English, NaN, NaN,https://www.themoviedb.org/movie/42246
Parasyte: Part 1,282069,11/29/2014,1h 49m,2,"Science Fiction,Horror",71,5,Japanese, NaN, NaN,https://www.themoviedb.org/movie/282069
Alita: Battle Angel,399579,1/31/2019,2h 2m,3,"Action,Science Fiction,Adventure",72,11,English,"170,000,000.00","404,852,543.00",https://www.themoviedb.org/movie/399579
Five Feet Apart,527641,3/14/2019,1h 56m,2,"Romance,Drama",84,5,English,"7,000,000.00","91,500,000.00",https://www.themoviedb.org/movie/527641
Jupiter Ascending,76757,2/4/2015,2h 7m,4,"Science Fiction,Fantasy,Action,Adventure",54,5,English,"176,000,003.00","183,987,723.00",https://www.themoviedb.org/movie/76757
Let's Be Cops,193893,8/13/2014,1h 44m,1,Comedy,64,15,English,"17,000,000.00","136,621,271.00",https://www.themoviedb.org/movie/193893
Nightcrawler,242582,10/23/2014,1h 58m,3,"Crime,Drama,Thriller",77,15,English,"8,500,000.00","50,300,000.00",https://www.themoviedb.org/movie/242582
Batman Begins,272,6/10/2005,2h 20m,3,"Action,Crime,Drama",77,18,English,"150,000,000.00","374,218,673.00",https://www.themoviedb.org/movie/272
Get Out,419430,2/24/2017,1h 44m,3,"Mystery,Thriller,Horror",76,18,English,"4,500,000.00","255,407,969.00",https://www.themoviedb.org/movie/419430
Never Back Down: No Surrender,391757,6/5/2016,1h 41m,2,"Drama,Action",70,5,English, NaN, NaN,https://www.themoviedb.org/movie/391757
Cloudy with a Chance of Meatballs,22794,9/17/2009,1h 30m,3,"Animation,Comedy,Family",66,4,English,"100,000,000.00","242,988,466.00",https://www.themoviedb.org/movie/22794
30 Minutes or Less,62206,8/11/2011,1h 23m,3,"Action,Adventure,Comedy",57,3,English,"28,000,000.00","40,547,440.00",https://www.themoviedb.org/movie/62206
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,10607,1/12/1996,1h 29m,1,Comedy,69,10,English,"3,800,000.00","20,109,115.00",https://www.themoviedb.org/movie/10607
The Last Letter From Your Lover,638449,7/23/2021,1h 50m,2,"Drama,Romance",76,11,English, NaN, NaN,https://www.themoviedb.org/movie/638449
Kuroko's Basketball the Movie: Last Game,428707,3/18/2017,1h 30m,1,Animation,80,3,Japanese, NaN, NaN,https://www.themoviedb.org/movie/428707
Naruto the Movie: Guardians of the Crescent Moon Kingdom,18861,8/5/2006,1h 35m,3,"Adventure,Animation,Action",70,1,Japanese,"25,000,000.00", NaN,https://www.themoviedb.org/movie/18861
Cursed,10012,2/25/2005,1h 37m,2,"Horror,Comedy",55,9,English,"35,000,000.00","19,294,901.00",https://www.themoviedb.org/movie/10012
Europa Report,174772,6/27/2013,1h 30m,2,"Science Fiction,Thriller",63,5,English,"125,687.00", NaN,https://www.themoviedb.org/movie/174772
My Best Friend's Girl,13596,9/19/2008,1h 41m,2,"Romance,Comedy",56,9,English,"20,000,000.00","41,624,687.00",https://www.themoviedb.org/movie/13596
Dancing Queens,761270,6/3/2021,1h 50m,2,"Comedy,Drama",59,3,Swedish, NaN, NaN,https://www.themoviedb.org/movie/761270
The Watch,80035,7/26/2012,1h 42m,4,"Comedy,Action,Science Fiction,Mystery",55,11,English,"68,000,000.00","68,267,862.00",https://www.themoviedb.org/movie/80035
Barbie as Rapunzel,15015,10/1/2002,1h 24m,2,"Animation,Family",70,3,English, NaN, NaN,https://www.themoviedb.org/movie/15015
Scream 3,4234,2/3/2000,1h 56m,2,"Horror,Mystery",59,10,English,"40,000,000.00","161,834,276.00",https://www.themoviedb.org/movie/4234
Justice League: Doom,76589,2/28/2012,1h 17m,3,"Action,Animation,Science Fiction",75,5,English, NaN, NaN,https://www.themoviedb.org/movie/76589
Ride or Die,796849,4/15/2021,2h 22m,3,"Drama,Romance,Thriller",64,10,Japanese, NaN, NaN,https://www.themoviedb.org/movie/796849
Halo Legends,573531,2/16/2010,2h,3,"Animation,War,Drama",72,1,English, NaN,"11,000,000.00",https://www.themoviedb.org/movie/573531
Scary Movie 4,4257,4/12/2006,1h 23m,1,Comedy,55,13,English,"45,000,000.00","178,262,620.00",https://www.themoviedb.org/movie/4257
The Heat,136795,6/27/2013,1h 57m,3,"Action,Comedy,Crime",66,8,English,"43,000,000.00","158,674,180.00",https://www.themoviedb.org/movie/136795
Dragon Ball Z Special 9 - Future Trunks Special,439157,8/10/2016,1,1,76,1,1, NaN, NaN,,https://www.themoviedb.org/movie/439157
Intersect,736509,2/12/2020,1h 59m,3,"Horror,Science Fiction,Thriller",60,0,English, NaN, NaN,https://www.themoviedb.org/movie/736509
Brian Banks,535845,8/9/2019,1h 39m,1,Drama,73,2,English,10,4,https://www.themoviedb.org/movie/535845
Jeepers Creepers,8922,7/1/2001,1h 30m,2,"Horror,Thriller",64,7,English,"10,000,000.00","59,217,789.00",https://www.themoviedb.org/movie/8922
Mortal Kombat Legends: Scorpion's Revenge,664767,4/12/2020,1h 20m,3,"Animation,Action,Fantasy",83,9,English, NaN, NaN,https://www.themoviedb.org/movie/664767
Spy Kids 3-D: Game Over,12279,7/25/2003,1h 24m,5,"Action,Adventure,Comedy,Family,Science Fiction",51,8,English,"38,000,000.00","197,011,982.00",https://www.themoviedb.org/movie/12279
Locked Down,741228,2/25/2021,1h 58m,3,"Comedy,Crime,Drama",56,11,English,"10,000,000.00", NaN,https://www.themoviedb.org/movie/741228
A Time to Kill,1645,7/24/1996,2h 29m,3,"Crime,Drama,Thriller",73,16,English,"40,000,000.00","152,266,007.00",https://www.themoviedb.org/movie/1645
The Legend of the Nahuala,29826,10/31/2007,1h 20m,3,"Animation,Family,Fantasy",75,1,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/29826
Friday the 13th,4488,5/9/1980,1h 35m,1,Horror,64,25,English,"550,000.00","59,754,601.00",https://www.themoviedb.org/movie/4488
Hotel Transylvania: Puppy!,459159,7/28/2017,5m,4,"Family,Fantasy,Animation,Comedy",63,2,English, NaN, NaN,https://www.themoviedb.org/movie/459159
Now You See Me 2,291805,6/2/2016,2h 9m,3,"Thriller,Action,Comedy",68,10,English,"90,000,000.00","334,901,337.00",https://www.themoviedb.org/movie/291805
Saw II,215,10/28/2005,1h 29m,1,Horror,66,8,English,"4,000,000.00","152,925,093.00",https://www.themoviedb.org/movie/215
The Marine 3: Homefront,171581,3/5/2013,1h 26m,1,Action,63,1,English, NaN, NaN,https://www.themoviedb.org/movie/171581
The Lone Ranger,57201,7/3/2013,2h 29m,3,"Action,Adventure,Western",61,12,English,"215,000,000.00","260,502,115.00",https://www.themoviedb.org/movie/57201
BIA: An Upside Down World,765169,2/19/2021,1h 31m,3,"Comedy,Drama,Family",79,1,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/765169
Superbad,8363,3/20/2007,1h 53m,1,Comedy,72,11,English,"20,000,000.00","121,463,226.00",https://www.themoviedb.org/movie/8363
I Want You,109689,6/22/2012,2h 10m,2,"Drama,Romance",73,11,Spanish; Castilian, NaN, NaN,https://www.themoviedb.org/movie/109689
The Matrix Reloaded,604,5/15/2003,2h 18m,4,"Adventure,Action,Thriller,Science Fiction",70,29,English,"150,000,000.00","738,599,701.00",https://www.themoviedb.org/movie/604
Bolt,13053,11/21/2008,1h 38m,4,"Animation,Family,Adventure,Comedy",65,7,English,"150,000,000.00","309,979,994.00",https://www.themoviedb.org/movie/13053
Kong: Skull Island,293167,3/8/2017,1h 58m,3,"Action,Adventure,Fantasy",65,19,English,"185,000,000.00","566,652,812.00",https://www.themoviedb.org/movie/293167
Ghostbusters,43074,7/14/2016,1h 57m,3,"Action,Fantasy,Comedy",54,4,English,"144,000,000.00","229,147,509.00",https://www.themoviedb.org/movie/43074
Glass,450465,1/16/2019,2h 9m,3,"Thriller,Drama,Science Fiction",67,10,English,"20,000,000.00","246,941,965.00",https://www.themoviedb.org/movie/450465
Tracers,290764,1/15/2015,1h 34m,3,"Action,Crime,Drama",61,5,English,"11,000,000.00","593,683.00",https://www.themoviedb.org/movie/290764
Fantastic Four,166424,8/5/2015,1h 40m,3,"Action,Adventure,Science Fiction",44,9,English,"120,000,000.00","167,977,596.00",https://www.themoviedb.org/movie/166424
PokÃ©mon the Movie: Hoopa and the Clash of Ages,350499,7/18/2015,1h 13m,5,"Family,Adventure,Animation,Action,Fantasy",67,1,Japanese,"150,000,000.00", NaN,https://www.themoviedb.org/movie/350499
Jumanji: Welcome to the Jungle,353486,12/9/2017,1h 59m,4,"Adventure,Action,Comedy,Fantasy",68,8,English,"90,000,000.00","962,102,237.00",https://www.themoviedb.org/movie/353486
Madagascar: Escape 2 Africa,10527,10/30/2008,1h 29m,4,"Family,Adventure,Animation,Comedy",64,24,English,"150,000,000.00","603,900,354.00",https://www.themoviedb.org/movie/10527
Outcast,289720,9/26/2014,1h 38m,1,Action,50,6,English,"25,000,000.00","5,148,503.00",https://www.themoviedb.org/movie/289720
La leyenda de la Llorona,116322,10/21/2011,2,2,77,2,2, NaN, NaN,,https://www.themoviedb.org/movie/116322
